Region,Year,Index,N,M,Tag,Std,Error,L,U
Eastern,2018,DrugTime,306321456.19553447,5.428937367477307e-4,All,0.02329577014011797,1.3310315918330402e-6,5.402849148277379e-4,5.455025586677234e-4
Eastern,2018,TxDie,231061,0.03480466197237959,Pub,88.10278604231607,0.18328474425703845,0.03406026979888427,0.0355533820073487
Eastern,2018,TxDie,69448,0.01310332910954959,Pri,29.96791568511747,0.11371733322495924,0.01226817186960027,0.01395288561225665
Eastern,2018,TxI,237538,0.947625222069732,Pub,108.57902830551367,0.22278164324518104,0.9467285234362502,0.9485177108504744
Eastern,2018,TxI,70328,0.8689711068137869,Pri,89.48501969206379,0.33743195215718547,0.8664685473780003,0.8714594471618701
Eastern,2018,TxSucc,231061,0.7415228013381747,Pub,210.4440728248747,0.43779759756508563,0.7397353945494912,0.7433058802653845
Eastern,2018,TxSucc,69448,0.3003542218638406,Pri,120.80526183135464,0.4584120016670674,0.2969415965902546,0.3037668471374266
Eastern,2019,DrugTime,311745092.51477253,4.6897289968749736e-4,All,0.02165383640712943,1.2264081802086808e-6,4.665691396542883e-4,4.713766597207064e-4
Eastern,2019,PrAsym,129,0.6789006667104331,All,5.302951738147592,0.04110815300889606,0.5968992248062015,0.7596899224806202
Eastern,2019,PrCSIPub,88857,0.51513909312139206,All,148.9761211535869,0.00167658283707065,0.5118561283860585,0.5184284862194313
Eastern,2019,PrExCS,129,0.11605132928970044,All,3.6377549334051382,0.02819965064655145,0.06201550387596899,0.17054263565891473
Eastern,2019,PrSym,129,0.20504800399986647,All,4.585567389883645,0.03554703403010577,0.13953488372093023,0.27906976744186046
Eastern,2019,PrTxiPub,29,0.5936596119750769,All,2.644921253167221,0.09120418114369729,0.41379310344827586,0.7586206896551724
Eastern,2019,PrevAsym,88857,9.788997377152052e-4,All,9.321853208732865,1.049084845170652e-4,7.765285796279415e-4,0.00119292796290669
Eastern,2019,PrevExCS,88857,1.6733319228222652e-4,All,3.855676002379389,4.3391921878742125e-5,9.003229908729757e-5,2.588428598759805e-4
Eastern,2019,PrevSym,88857,2.95656562405628e-4,All,5.124781744255084,5.767448534448703e-5,1.9131863556050733e-4,4.1639938327875126e-4
Eastern,2019,PrevUt,88857,0.00144188949240305,All,11.31093439542016,1.2729367855565863e-4,0.00119292796290669,0.00169935964527274
Eastern,2019,TBLikeUt,65005,0.0383556626711781,All,48.96608316298333,7.532664127833755e-4,0.03688947004076609,0.03984308899315437
Eastern,2019,TxDie,237424,0.03984854100680639,Pub,95.30998349351763,0.19560325862938804,0.03906513242132219,0.04063616146640609
Eastern,2019,TxDie,66774,0.02054691945966993,Pri,36.65800903624381,0.14186170575735996,0.01948363135352083,0.02162518345463803
Eastern,2019,TxI,255776,1.0078232515951455,Pub,0,0,NA,NA
Eastern,2019,TxI,87807,0.8775154600430489,Pri,97.14771625088773,0.3278445934104834,0.8753402348332138,0.8796792966392201
Eastern,2019,TxSucc,237424,0.8558991508861783,Pub,171.12240545664622,0.3511919623204627,0.8544839611833681,0.857310128714873
Eastern,2019,TxSucc,66774,0.6400994399017582,Pri,124.02769747003713,0.47997098551809736,0.6364602989187408,0.6437385808847755
Eastern,2020,DrugTime,316507185.79668075,4.189478342055089e-4,All,0.02045802349883741,1.149931275367568e-6,4.166939689057885e-4,4.2120169950522936e-4
Eastern,2020,TxDie,261389,0.0395196431372399,Pub,99.60804227768112,0.19482772118860575,0.03877362857656596,0.0402694834136096
Eastern,2020,TxDie,78938,0.02678051128733943,Pri,45.358417070468455,0.1614413686219493,0.02566571233119663,0.02790797841343839
Eastern,2020,TxI,198769,0.943688402115018,Pub,102.7750178052692,0.23052245406602404,0.9426721470651862,0.9446996261992564
Eastern,2020,TxI,73895,0.9826645916503146,Pri,35.479477756923856,0.13051778410253156,0.9817173015765612,0.9835983490087286
Eastern,2020,TxSucc,261389,0.8179954014897337,Pub,197.26964599368193,0.3858483181658086,0.8165148495154732,0.8194721277482985
Eastern,2020,TxSucc,78938,0.7280904000608072,Pri,125.0109289098564,0.44494355754421366,0.7249866984215461,0.7311941017000684
Eastern,2021,DrugTime,321678884.7519121,4.109688458474866e-4,All,0.02027099894577726,1.1302223049442467e-6,4.087536101297959e-4,4.131840815651774e-4
Eastern,2021,TxDie,194216,0.04400770276393294,Pub,90.39284354680224,0.2051122250412546,0.04309634633603822,0.04492420809819994
Eastern,2021,TxDie,73647,0.04328757451084226,Pri,55.22679795587858,0.20350371103203632,0.04182111966543104,0.04476760764185913
Eastern,2021,TxI,211012,0,Pub,0,0,0,0
Eastern,2021,TxI,115738,0,Pri,0,0,0,0
Eastern,2021,TxSucc,194216,0.824360505828562,Pub,167.69193652297034,0.3805131564856062,0.8226665156320797,0.826049347118672
Eastern,2021,TxSucc,73647,0.8228441077029615,Pri,103.61296768841504,0.3818005789957352,0.8200877157250126,0.8256004996809103
